id,city,region,country,division
Sainte-CatherineCanada,Sainte-Catherine,Quebec,Canada,North America
Sainte-JulieCanada,Sainte-Julie,Quebec,Canada,North America
Sainte-ThérèseCanada,Sainte-Thérèse,Quebec,Canada,North America
Saint-EustacheCanada,Saint-Eustache,Quebec,Canada,North America
Saint-HyacintheCanada,Saint-Hyacinthe,Quebec,Canada,North America
Saint-Jean-sur-RichelieuCanada,Saint-Jean-sur-Richelieu,Quebec,Canada,North America
Saint-JérômeCanada,Saint-Jérôme,Quebec,Canada,North America
Saint JohnCanada,Saint John,New Brunswick,Canada,North America
Saint-LaurentCanada,Saint-Laurent,Quebec,Canada,North America
Saint-LazareCanada,Saint-Lazare,Quebec,Canada,North America
Saint-LéonardCanada,Saint-Léonard,Quebec,Canada,North America
Salaberry-de-ValleyfieldCanada,Salaberry-de-Valleyfield,Quebec,Canada,North America
Salmon ArmCanada,Salmon Arm,British Columbia,Canada,North America
SarniaCanada,Sarnia,Ontario,Canada,North America
SaskatoonCanada,Saskatoon,Saskatchewan,Canada,North America
Sault Ste. MarieCanada,Sault Ste. Marie,Ontario,Canada,North America
Sept-ÎlesCanada,Sept-Îles,Quebec,Canada,North America
ShawiniganCanada,Shawinigan,Quebec,Canada,North America
SherbrookeCanada,Sherbrooke,Quebec,Canada,North America
Sherwood ParkCanada,Sherwood Park,Alberta,Canada,North America
Sorel-TracyCanada,Sorel-Tracy,Quebec,Canada,North America
Spruce GroveCanada,Spruce Grove,Alberta,Canada,North America
St. AlbertCanada,St. Albert,Alberta,Canada,North America
St. CatharinesCanada,St. Catharines,Ontario,Canada,North America
StratfordCanada,Stratford,Ontario,Canada,North America
St. ThomasCanada,St. Thomas,Ontario,Canada,North America
SurreyCanada,Surrey,British Columbia,Canada,North America
TerraceCanada,Terrace,British Columbia,Canada,North America
TerrebonneCanada,Terrebonne,Quebec,Canada,North America
ThoroldCanada,Thorold,Ontario,Canada,North America
Thunder BayCanada,Thunder Bay,Ontario,Canada,North America
TimminsCanada,Timmins,Ontario,Canada,North America
TorontoCanada,Toronto,Ontario,Canada,North America
Trois-RivièresCanada,Trois-Rivières,Quebec,Canada,North America
TruroCanada,Truro,Nova Scotia,Canada,North America
Val-d'OrCanada,Val-d'Or,Quebec,Canada,North America
VancouverCanada,Vancouver,British Columbia,Canada,North America
VarennesCanada,Varennes,Quebec,Canada,North America
Vaudreuil-DorionCanada,Vaudreuil-Dorion,Quebec,Canada,North America
VaughanCanada,Vaughan,Ontario,Canada,North America
VernonCanada,Vernon,British Columbia,Canada,North America
VictoriaCanada,Victoria,British Columbia,Canada,North America
VictoriavilleCanada,Victoriaville,Quebec,Canada,North America
WaterlooCanada,Waterloo,Ontario,Canada,North America
WellandCanada,Welland,Ontario,Canada,North America
West EndCanada,West End,British Columbia,Canada,North America
WestmountCanada,Westmount,Quebec,Canada,North America
WhitehorseCanada,Whitehorse,Yukon,Canada,North America
White RockCanada,White Rock,British Columbia,Canada,North America
WindsorCanada,Windsor,Ontario,Canada,North America
WinnipegCanada,Winnipeg,Manitoba,Canada,North America
WoodstockCanada,Woodstock,Ontario,Canada,North America
YellowknifeCanada,Yellowknife,Northwest Territories,Canada,North America
YorktonCanada,Yorkton,Saskatchewan,Canada,North America
HalifaxCanada,Halifax,Nova Scotia,Canada,North America
St. John'sCanada,St. John's,Newfoundland and Labrador,Canada,North America
QuébecCanada,Québec,Quebec,Canada,North America
LévisCanada,Lévis,Quebec,Canada,North America
RimouskiCanada,Rimouski,Quebec,Canada,North America
Rivière-du-LoupCanada,Rivière-du-Loup,Quebec,Canada,North America
SydneyCanada,Sydney,Nova Scotia,Canada,North America
L'Ancienne-LoretteCanada,L'Ancienne-Lorette,Quebec,Canada,North America
EdmundstonCanada,Edmundston,New Brunswick,Canada,North America
Thetford-MinesCanada,Thetford-Mines,Quebec,Canada,North America
ScarboroughCanada,Scarborough,Ontario,Canada,North America
Cole HarbourCanada,Cole Harbour,Nova Scotia,Canada,North America
OkanaganCanada,Okanagan,British Columbia,Canada,North America
West KelownaCanada,West Kelowna,British Columbia,Canada,North America
Bellechasse Regional County MunicipalityCanada,Bellechasse Regional County Municipality,Quebec,Canada,North America
JonquièreCanada,Jonquière,Quebec,Canada,North America
Saint-Augustin-de-DesmauresCanada,Saint-Augustin-de-Desmaures,Quebec,Canada,North America
LadnerCanada,Ladner,British Columbia,Canada,North America
Walnut GroveCanada,Walnut Grove,British Columbia,Canada,North America
AncasterCanada,Ancaster,Ontario,Canada,North America
West VancouverCanada,West Vancouver,British Columbia,Canada,North America
WillowdaleCanada,Willowdale,Ontario,Canada,North America
Lower SacvkilleCanada,Lower Sacvkille,Nova Scotia,Canada,North America
ZürichSwitzerland,Zürich,Zurich,Switzerland,Europe
ZugSwitzerland,Zug,Zug,Switzerland,Europe
Yverdon-les-BainsSwitzerland,Yverdon-les-Bains,Vaud,Switzerland,Europe
WinterthurSwitzerland,Winterthur,Zurich,Switzerland,Europe
WilSwitzerland,Wil,Saint Gallen,Switzerland,Europe
WettingenSwitzerland,Wettingen,Aargau,Switzerland,Europe
VeveySwitzerland,Vevey,Vaud,Switzerland,Europe
VernierSwitzerland,Vernier,Geneva,Switzerland,Europe
UsterSwitzerland,Uster,Zurich,Switzerland,Europe
ThunSwitzerland,Thun,Bern,Switzerland,Europe
SteffisburgSwitzerland,Steffisburg,Bern,Switzerland,Europe
SittenSwitzerland,Sitten,Valais,Switzerland,Europe
SierreSwitzerland,Sierre,Valais,Switzerland,Europe
Zürich (Kreis 11) / SeebachSwitzerland,Zürich (Kreis 11) / Seebach,Zurich,Switzerland,Europe
SchaffhausenSwitzerland,Schaffhausen,Schaffhausen,Switzerland,Europe
Sankt GallenSwitzerland,Sankt Gallen,Saint Gallen,Switzerland,Europe
RenensSwitzerland,Renens,Vaud,Switzerland,Europe
RapperswilSwitzerland,Rapperswil,Saint Gallen,Switzerland,Europe
PullySwitzerland,Pully,Vaud,Switzerland,Europe
OnexSwitzerland,Onex,Geneva,Switzerland,Europe
OltenSwitzerland,Olten,Solothurn,Switzerland,Europe
Zürich (Kreis 11) / OerlikonSwitzerland,Zürich (Kreis 11) / Oerlikon,Zurich,Switzerland,Europe
NyonSwitzerland,Nyon,Vaud,Switzerland,Europe
NeuchâtelSwitzerland,Neuchâtel,Neuchâtel,Switzerland,Europe
MuttenzSwitzerland,Muttenz,Basel-Landschaft,Switzerland,Europe
MontreuxSwitzerland,Montreux,Vaud,Switzerland,Europe
MontheySwitzerland,Monthey,Valais,Switzerland,Europe
MeyrinSwitzerland,Meyrin,Geneva,Switzerland,Europe
LuzernSwitzerland,Luzern,Lucerne,Switzerland,Europe
LuganoSwitzerland,Lugano,Ticino,Switzerland,Europe
LittauSwitzerland,Littau,Lucerne,Switzerland,Europe
Le ChâtelardSwitzerland,Le Châtelard,Vaud,Switzerland,Europe
LausanneSwitzerland,Lausanne,Vaud,Switzerland,Europe
La Chaux-de-FondsSwitzerland,La Chaux-de-Fonds,Neuchâtel,Switzerland,Europe
KriensSwitzerland,Kriens,Lucerne,Switzerland,Europe
KreuzlingenSwitzerland,Kreuzlingen,Thurgau,Switzerland,Europe
KönizSwitzerland,Köniz,Bern,Switzerland,Europe
KlotenSwitzerland,Kloten,Zurich,Switzerland,Europe
JonaSwitzerland,Jona,Saint Gallen,Switzerland,Europe
HorgenSwitzerland,Horgen,Zurich,Switzerland,Europe
Zürich (Kreis 10) / HönggSwitzerland,Zürich (Kreis 10) / Höngg,Zurich,Switzerland,Europe
HerisauSwitzerland,Herisau,Appenzell Ausserrhoden,Switzerland,Europe
GrenchenSwitzerland,Grenchen,Solothurn,Switzerland,Europe
GossauSwitzerland,Gossau,Saint Gallen,Switzerland,Europe
GenèveSwitzerland,Genève,Geneva,Switzerland,Europe
FribourgSwitzerland,Fribourg,Fribourg,Switzerland,Europe
FrauenfeldSwitzerland,Frauenfeld,Thurgau,Switzerland,Europe
EmmenSwitzerland,Emmen,Lucerne,Switzerland,Europe
DübendorfSwitzerland,Dübendorf,Zurich,Switzerland,Europe
DietikonSwitzerland,Dietikon,Zurich,Switzerland,Europe
ChurSwitzerland,Chur,Grisons,Switzerland,Europe
CarougeSwitzerland,Carouge,Geneva,Switzerland,Europe
Biel/BienneSwitzerland,Biel/Bienne,Bern,Switzerland,Europe
BernSwitzerland,Bern,Bern,Switzerland,Europe
BellinzonaSwitzerland,Bellinzona,Ticino,Switzerland,Europe
BaselSwitzerland,Basel,Basel-City,Switzerland,Europe
BadenSwitzerland,Baden,Aargau,Switzerland,Europe
BaarSwitzerland,Baar,Zug,Switzerland,Europe
Zürich (Kreis 4)Switzerland,Zürich (Kreis 4),Zurich,Switzerland,Europe
AllschwilSwitzerland,Allschwil,Basel-Landschaft,Switzerland,Europe
AdliswilSwitzerland,Adliswil,Zurich,Switzerland,Europe
AarauSwitzerland,Aarau,Aargau,Switzerland,Europe
RiehenSwitzerland,Riehen,Basel-City,Switzerland,Europe
Zürich (Kreis 10) / WipkingenSwitzerland,Zürich (Kreis 10) / Wipkingen,Zurich,Switzerland,Europe
Zürich (Kreis 11) / AffolternSwitzerland,Zürich (Kreis 11) / Affoltern,Zurich,Switzerland,Europe
Zürich (Kreis 2) / WollishofenSwitzerland,Zürich (Kreis 2) / Wollishofen,Zurich,Switzerland,Europe
Zürich (Kreis 3) / SihlfeldSwitzerland,Zürich (Kreis 3) / Sihlfeld,Zurich,Switzerland,Europe
Zürich (Kreis 6) / UnterstrassSwitzerland,Zürich (Kreis 6) / Unterstrass,Zurich,Switzerland,Europe
Zürich (Kreis 9) / AlbisriedenSwitzerland,Zürich (Kreis 9) / Albisrieden,Zurich,Switzerland,Europe
Zürich (Kreis 9) / AltstettenSwitzerland,Zürich (Kreis 9) / Altstetten,Zurich,Switzerland,Europe
Stadt Winterthur (Kreis 1)Switzerland,Stadt Winterthur (Kreis 1),Zurich,Switzerland,Europe
Zürich (Kreis 12)Switzerland,Zürich (Kreis 12),Zurich,Switzerland,Europe
Seen (Kreis 3)Switzerland,Seen (Kreis 3),Zurich,Switzerland,Europe
Zürich (Kreis 3)Switzerland,Zürich (Kreis 3),Zurich,Switzerland,Europe
Zürich (Kreis 11)Switzerland,Zürich (Kreis 11),Zurich,Switzerland,Europe
Zürich (Kreis 9)Switzerland,Zürich (Kreis 9),Zurich,Switzerland,Europe
Oberwinterthur (Kreis 2)Switzerland,Oberwinterthur (Kreis 2),Zurich,Switzerland,Europe
Zürich (Kreis 10)Switzerland,Zürich (Kreis 10),Zurich,Switzerland,Europe
Zürich (Kreis 2)Switzerland,Zürich (Kreis 2),Zurich,Switzerland,Europe
Zürich (Kreis 8)Switzerland,Zürich (Kreis 8),Zurich,Switzerland,Europe
Zürich (Kreis 7)Switzerland,Zürich (Kreis 7),Zurich,Switzerland,Europe
Zürich (Kreis 6)Switzerland,Zürich (Kreis 6),Zurich,Switzerland,Europe
LancySwitzerland,Lancy,Geneva,Switzerland,Europe
ZwickauGermany,Zwickau,Saxony,Germany,Europe
ZweibrückenGermany,Zweibrücken,Rheinland-Pfalz,Germany,Europe
ZulpichGermany,Zulpich,North Rhine-Westphalia,Germany,Europe
ZossenGermany,Zossen,Brandenburg,Germany,Europe
ZittauGermany,Zittau,Saxony,Germany,Europe
ZirndorfGermany,Zirndorf,Bavaria,Germany,Europe
ZerbstGermany,Zerbst,Saxony-Anhalt,Germany,Europe
ZeitzGermany,Zeitz,Saxony-Anhalt,Germany,Europe
ZehlendorfGermany,Zehlendorf,Berlin,Germany,Europe
XantenGermany,Xanten,North Rhine-Westphalia,Germany,Europe
WurzenGermany,Wurzen,Saxony,Germany,Europe
WürzburgGermany,Würzburg,Bavaria,Germany,Europe
WürselenGermany,Würselen,North Rhine-Westphalia,Germany,Europe
WuppertalGermany,Wuppertal,North Rhine-Westphalia,Germany,Europe
WunstorfGermany,Wunstorf,Lower Saxony,Germany,Europe
WülfrathGermany,Wülfrath,North Rhine-Westphalia,Germany,Europe
Wörth am RheinGermany,Wörth am Rhein,Rheinland-Pfalz,Germany,Europe
WormsGermany,Worms,Rheinland-Pfalz,Germany,Europe
WolfsburgGermany,Wolfsburg,Lower Saxony,Germany,Europe
WolfratshausenGermany,Wolfratshausen,Bavaria,Germany,Europe
WolfenbüttelGermany,Wolfenbüttel,Lower Saxony,Germany,Europe
WolfenGermany,Wolfen,Saxony-Anhalt,Germany,Europe
WitzenhausenGermany,Witzenhausen,Hesse,Germany,Europe
WittstockGermany,Wittstock,Brandenburg,Germany,Europe
WittmundGermany,Wittmund,Lower Saxony,Germany,Europe
WittlichGermany,Wittlich,Rheinland-Pfalz,Germany,Europe
WittenbergeGermany,Wittenberge,Brandenburg,Germany,Europe
WittenauGermany,Wittenau,Berlin,Germany,Europe
WittenGermany,Witten,North Rhine-Westphalia,Germany,Europe
WismarGermany,Wismar,Mecklenburg-Vorpommern,Germany,Europe
WipperfürthGermany,Wipperfürth,North Rhine-Westphalia,Germany,Europe
WinterhudeGermany,Winterhude,Hamburg,Germany,Europe
WinsenGermany,Winsen,Lower Saxony,Germany,Europe
WinnendenGermany,Winnenden,Baden-Württemberg,Germany,Europe
WilnsdorfGermany,Wilnsdorf,North Rhine-Westphalia,Germany,Europe
WilmersdorfGermany,Wilmersdorf,Berlin,Germany,Europe
WillichGermany,Willich,North Rhine-Westphalia,Germany,Europe
WilhelmstadtGermany,Wilhelmstadt,Berlin,Germany,Europe
WilhelmshavenGermany,Wilhelmshaven,Lower Saxony,Germany,Europe
WildeshausenGermany,Wildeshausen,Lower Saxony,Germany,Europe
WieslochGermany,Wiesloch,Baden-Württemberg,Germany,Europe
WiesbadenGermany,Wiesbaden,Hesse,Germany,Europe
WiehlGermany,Wiehl,North Rhine-Westphalia,Germany,Europe
WetzlarGermany,Wetzlar,Hesse,Germany,Europe
Wetter (Ruhr)Germany,Wetter (Ruhr),North Rhine-Westphalia,Germany,Europe
WesterstedeGermany,Westerstede,Lower Saxony,Germany,Europe
WestendGermany,Westend,Berlin,Germany,Europe
WesselingGermany,Wesseling,North Rhine-Westphalia,Germany,Europe
WeselGermany,Wesel,North Rhine-Westphalia,Germany,Europe
WertheimGermany,Wertheim,Baden-Württemberg,Germany,Europe
WernigerodeGermany,Wernigerode,Saxony-Anhalt,Germany,Europe
WerneGermany,Werne,North Rhine-Westphalia,Germany,Europe
WermelskirchenGermany,Wermelskirchen,North Rhine-Westphalia,Germany,Europe
WerlGermany,Werl,North Rhine-Westphalia,Germany,Europe
WerdohlGermany,Werdohl,North Rhine-Westphalia,Germany,Europe
WerderGermany,Werder,Brandenburg,Germany,Europe
WerdauGermany,Werdau,Saxony,Germany,Europe
Wendlingen am NeckarGermany,Wendlingen am Neckar,Baden-Württemberg,Germany,Europe
WendenGermany,Wenden,North Rhine-Westphalia,Germany,Europe
WendelsteinGermany,Wendelstein,Bavaria,Germany,Europe
WeiterstadtGermany,Weiterstadt,Hesse,Germany,Europe
WeißwasserGermany,Weißwasser,Saxony,Germany,Europe
WeißenfelsGermany,Weißenfels,Saxony-Anhalt,Germany,Europe
Weißenburg in BayernGermany,Weißenburg in Bayern,Bavaria,Germany,Europe
Weinstadt-EndersbachGermany,Weinstadt-Endersbach,Baden-Württemberg,Germany,Europe
WeinheimGermany,Weinheim,Baden-Württemberg,Germany,Europe
WeingartenGermany,Weingarten,Baden-Württemberg,Germany,Europe
WeimarGermany,Weimar,Thuringia,Germany,Europe
WeilheimGermany,Weilheim,Bavaria,Germany,Europe
WeilerswistGermany,Weilerswist,North Rhine-Westphalia,Germany,Europe
Weil der StadtGermany,Weil der Stadt,Baden-Württemberg,Germany,Europe
Weil am RheinGermany,Weil am Rhein,Baden-Württemberg,Germany,Europe
WeidenGermany,Weiden,Bavaria,Germany,Europe
WeißenseeGermany,Weißensee,Berlin,Germany,Europe
WegbergGermany,Wegberg,North Rhine-Westphalia,Germany,Europe
WeenerGermany,Weener,Lower Saxony,Germany,Europe
WedelGermany,Wedel,Schleswig-Holstein,Germany,Europe
WeddingGermany,Wedding,Berlin,Germany,Europe
WassenbergGermany,Wassenberg,North Rhine-Westphalia,Germany,Europe
WarsteinGermany,Warstein,North Rhine-Westphalia,Germany,Europe
WarendorfGermany,Warendorf,North Rhine-Westphalia,Germany,Europe
WarenGermany,Waren,Mecklenburg-Vorpommern,Germany,Europe
WardenburgGermany,Wardenburg,Lower Saxony,Germany,Europe
WarburgGermany,Warburg,North Rhine-Westphalia,Germany,Europe
Wangen im AllgäuGermany,Wangen im Allgäu,Baden-Württemberg,Germany,Europe
WandlitzGermany,Wandlitz,Brandenburg,Germany,Europe
WaltropGermany,Waltrop,North Rhine-Westphalia,Germany,Europe
WalsrodeGermany,Walsrode,Lower Saxony,Germany,Europe
WallenhorstGermany,Wallenhorst,Lower Saxony,Germany,Europe
Waldshut-TiengenGermany,Waldshut-Tiengen,Baden-Württemberg,Germany,Europe
WaldkraiburgGermany,Waldkraiburg,Bavaria,Germany,Europe
WaldkirchGermany,Waldkirch,Baden-Württemberg,Germany,Europe
WaldbrölGermany,Waldbröl,North Rhine-Westphalia,Germany,Europe
WaiblingenGermany,Waiblingen,Baden-Württemberg,Germany,Europe
WaghäuselGermany,Waghäusel,Baden-Württemberg,Germany,Europe
WadgassenGermany,Wadgassen,Saarland,Germany,Europe
WadernGermany,Wadern,Saarland,Germany,Europe
WachtbergGermany,Wachtberg,North Rhine-Westphalia,Germany,Europe
VredenGermany,Vreden,North Rhine-Westphalia,Germany,Europe
VölklingenGermany,Völklingen,Saarland,Germany,Europe
VoerdeGermany,Voerde,North Rhine-Westphalia,Germany,Europe
VlothoGermany,Vlotho,North Rhine-Westphalia,Germany,Europe
VilshofenGermany,Vilshofen,Bavaria,Germany,Europe
Villingen-SchwenningenGermany,Villingen-Schwenningen,Baden-Württemberg,Germany,Europe
ViersenGermany,Viersen,North Rhine-Westphalia,Germany,Europe
ViernheimGermany,Viernheim,Hesse,Germany,Europe
VersmoldGermany,Versmold,North Rhine-Westphalia,Germany,Europe
VerlGermany,Verl,North Rhine-Westphalia,Germany,Europe
VerdenGermany,Verden,Lower Saxony,Germany,Europe
VelbertGermany,Velbert,North Rhine-Westphalia,Germany,Europe
VechtaGermany,Vechta,Lower Saxony,Germany,Europe
VecheldeGermany,Vechelde,Lower Saxony,Germany,Europe
VaterstettenGermany,Vaterstetten,Bavaria,Germany,Europe
VarelGermany,Varel,Lower Saxony,Germany,Europe
Vaihingen an der EnzGermany,Vaihingen an der Enz,Baden-Württemberg,Germany,Europe
UetersenGermany,Uetersen,Schleswig-Holstein,Germany,Europe
UslarGermany,Uslar,Lower Saxony,Germany,Europe
UnterschleißheimGermany,Unterschleißheim,Bavaria,Germany,Europe
UnterhachingGermany,Unterhaching,Bavaria,Germany,Europe
UnterkrozingenGermany,Unterkrozingen,Baden-Württemberg,Germany,Europe
UnnaGermany,Unna,North Rhine-Westphalia,Germany,Europe
UlmGermany,Ulm,Baden-Württemberg,Germany,Europe
UelzenGermany,Uelzen,Lower Saxony,Germany,Europe
ÜberlingenGermany,Überlingen,Baden-Württemberg,Germany,Europe
Übach-PalenbergGermany,Übach-Palenberg,North Rhine-Westphalia,Germany,Europe
TuttlingenGermany,Tuttlingen,Baden-Württemberg,Germany,Europe
TübingenGermany,Tübingen,Baden-Württemberg,Germany,Europe
TrossingenGermany,Trossingen,Baden-Württemberg,Germany,Europe
TroisdorfGermany,Troisdorf,North Rhine-Westphalia,Germany,Europe
TrierGermany,Trier,Rheinland-Pfalz,Germany,Europe
TraunsteinGermany,Traunstein,Bavaria,Germany,Europe
TraunreutGermany,Traunreut,Bavaria,Germany,Europe
TorgauGermany,Torgau,Saxony,Germany,Europe
TönisvorstGermany,Tönisvorst,North Rhine-Westphalia,Germany,Europe
TettnangGermany,Tettnang,Baden-Württemberg,Germany,Europe
TemplinGermany,Templin,Brandenburg,Germany,Europe
TempelhofGermany,Tempelhof,Berlin,Germany,Europe
TeltowGermany,Teltow,Brandenburg,Germany,Europe
TelgteGermany,Telgte,North Rhine-Westphalia,Germany,Europe
TegelGermany,Tegel,Berlin,Germany,Europe
TaunussteinGermany,Taunusstein,Hesse,Germany,Europe
TaufkirchenGermany,Taufkirchen,Bavaria,Germany,Europe
SykeGermany,Syke,Lower Saxony,Germany,Europe
SundernGermany,Sundern,North Rhine-Westphalia,Germany,Europe
Sulzbach-RosenbergGermany,Sulzbach-Rosenberg,Bavaria,Germany,Europe
SulzbachGermany,Sulzbach,Saarland,Germany,Europe
SuhlGermany,Suhl,Thuringia,Germany,Europe
StuttgartGermany,Stuttgart,Baden-Württemberg,Germany,Europe
StuhrGermany,Stuhr,Lower Saxony,Germany,Europe
StrausbergGermany,Strausberg,Brandenburg,Germany,Europe
StraubingGermany,Straubing,Bavaria,Germany,Europe
StralsundGermany,Stralsund,Mecklenburg-Vorpommern,Germany,Europe
StraelenGermany,Straelen,North Rhine-Westphalia,Germany,Europe
StolbergGermany,Stolberg,North Rhine-Westphalia,Germany,Europe
StockelsdorfGermany,Stockelsdorf,Schleswig-Holstein,Germany,Europe
StockachGermany,Stockach,Baden-Württemberg,Germany,Europe
StendalGermany,Stendal,Saxony-Anhalt,Germany,Europe
StellingenGermany,Stellingen,Hamburg,Germany,Europe
SteinhagenGermany,Steinhagen,North Rhine-Westphalia,Germany,Europe
SteinfurtGermany,Steinfurt,North Rhine-Westphalia,Germany,Europe
SteilshoopGermany,Steilshoop,Hamburg,Germany,Europe
SteglitzGermany,Steglitz,Berlin,Germany,Europe
StaßfurtGermany,Staßfurt,Saxony-Anhalt,Germany,Europe
StarnbergGermany,Starnberg,Bavaria,Germany,Europe
StadtlohnGermany,Stadtlohn,North Rhine-Westphalia,Germany,Europe
StadthagenGermany,Stadthagen,Lower Saxony,Germany,Europe
StadtallendorfGermany,Stadtallendorf,Hesse,Germany,Europe
StadeGermany,Stade,Lower Saxony,Germany,Europe
StaakenGermany,Staaken,Berlin,Germany,Europe
SprockhövelGermany,Sprockhövel,North Rhine-Westphalia,Germany,Europe
SpringeGermany,Springe,Lower Saxony,Germany,Europe
SpeyerGermany,Speyer,Rheinland-Pfalz,Germany,Europe
SpengeGermany,Spenge,North Rhine-Westphalia,Germany,Europe
SonthofenGermany,Sonthofen,Bavaria,Germany,Europe
SonnebergGermany,Sonneberg,Thuringia,Germany,Europe
SondershausenGermany,Sondershausen,Thuringia,Germany,Europe
SömmerdaGermany,Sömmerda,Thuringia,Germany,Europe
SoltauGermany,Soltau,Lower Saxony,Germany,Europe
SolingenGermany,Solingen,North Rhine-Westphalia,Germany,Europe
SoestGermany,Soest,North Rhine-Westphalia,Germany,Europe
SinzigGermany,Sinzig,Rheinland-Pfalz,Germany,Europe
SinsheimGermany,Sinsheim,Baden-Württemberg,Germany,Europe
SingenGermany,Singen,Baden-Württemberg,Germany,Europe
SindelfingenGermany,Sindelfingen,Baden-Württemberg,Germany,Europe
SimmerathGermany,Simmerath,North Rhine-Westphalia,Germany,Europe
SigmaringenGermany,Sigmaringen,Baden-Württemberg,Germany,Europe
SiegenGermany,Siegen,North Rhine-Westphalia,Germany,Europe
SiegburgGermany,Siegburg,North Rhine-Westphalia,Germany,Europe
SenftenbergGermany,Senftenberg,Brandenburg,Germany,Europe
SendenGermany,Senden,North Rhine-Westphalia,Germany,Europe
SendenGermany,Senden,Bavaria,Germany,Europe
SelmGermany,Selm,North Rhine-Westphalia,Germany,Europe
SeligenstadtGermany,Seligenstadt,Hesse,Germany,Europe
SelbGermany,Selb,Bavaria,Germany,Europe
SehndeGermany,Sehnde,Lower Saxony,Germany,Europe
SeevetalGermany,Seevetal,Lower Saxony,Germany,Europe
SeesenGermany,Seesen,Lower Saxony,Germany,Europe
SeelzeGermany,Seelze,Lower Saxony,Germany,Europe
SchwetzingenGermany,Schwetzingen,Baden-Württemberg,Germany,Europe
SchwerteGermany,Schwerte,North Rhine-Westphalia,Germany,Europe
SchwerinGermany,Schwerin,Mecklenburg-Vorpommern,Germany,Europe
SchwelmGermany,Schwelm,North Rhine-Westphalia,Germany,Europe
SchweinfurtGermany,Schweinfurt,Bavaria,Germany,Europe
Schwedt (Oder)Germany,Schwedt (Oder),Brandenburg,Germany,Europe
SchwarzenbergGermany,Schwarzenberg,Saxony,Germany,Europe
SchwanewedeGermany,Schwanewede,Lower Saxony,Germany,Europe
Schwandorf in BayernGermany,Schwandorf in Bayern,Bavaria,Germany,Europe
SchwalmtalGermany,Schwalmtal,North Rhine-Westphalia,Germany,Europe
SchwalmstadtGermany,Schwalmstadt,Hesse,Germany,Europe
SchwalbachGermany,Schwalbach,Saarland,Germany,Europe
Schwäbisch HallGermany,Schwäbisch Hall,Baden-Württemberg,Germany,Europe
Schwäbisch GmündGermany,Schwäbisch Gmünd,Baden-Württemberg,Germany,Europe
SchwabachGermany,Schwabach,Bavaria,Germany,Europe
SchrobenhausenGermany,Schrobenhausen,Bavaria,Germany,Europe
SchrambergGermany,Schramberg,Baden-Württemberg,Germany,Europe
SchortensGermany,Schortens,Lower Saxony,Germany,Europe
SchorndorfGermany,Schorndorf,Baden-Württemberg,Germany,Europe
SchopfheimGermany,Schopfheim,Baden-Württemberg,Germany,Europe
SchönebergGermany,Schöneberg,Berlin,Germany,Europe
SchönebeckGermany,Schönebeck,Saxony-Anhalt,Germany,Europe
SchneverdingenGermany,Schneverdingen,Lower Saxony,Germany,Europe
SchneebergGermany,Schneeberg,Saxony,Germany,Europe
SchmelzGermany,Schmelz,Saarland,Germany,Europe
SchmargendorfGermany,Schmargendorf,Berlin,Germany,Europe
SchmallenbergGermany,Schmallenberg,North Rhine-Westphalia,Germany,Europe
SchmalkaldenGermany,Schmalkalden,Thuringia,Germany,Europe
SchlüchternGermany,Schlüchtern,Hesse,Germany,Europe
SchleswigGermany,Schleswig,Schleswig-Holstein,Germany,Europe
SchkeuditzGermany,Schkeuditz,Saxony,Germany,Europe
SchiffweilerGermany,Schiffweiler,Saarland,Germany,Europe
SchifferstadtGermany,Schifferstadt,Rheinland-Pfalz,Germany,Europe
SaulgauGermany,Saulgau,Baden-Württemberg,Germany,Europe
SaselGermany,Sasel,Hamburg,Germany,Europe
SarstedtGermany,Sarstedt,Lower Saxony,Germany,Europe
Sankt WendelGermany,Sankt Wendel,Saarland,Germany,Europe
Sankt IngbertGermany,Sankt Ingbert,Saarland,Germany,Europe
Sankt AugustinGermany,Sankt Augustin,North Rhine-Westphalia,Germany,Europe
SangerhausenGermany,Sangerhausen,Saxony-Anhalt,Germany,Europe
SalzwedelGermany,Salzwedel,Saxony-Anhalt,Germany,Europe
SalzkottenGermany,Salzkotten,North Rhine-Westphalia,Germany,Europe
SaarlouisGermany,Saarlouis,Saarland,Germany,Europe
SaarbrückenGermany,Saarbrücken,Saarland,Germany,Europe
SaalfeldGermany,Saalfeld,Thuringia,Germany,Europe
RüsselsheimGermany,Rüsselsheim,Hesse,Germany,Europe
RummelsburgGermany,Rummelsburg,Berlin,Germany,Europe
RudowGermany,Rudow,Berlin,Germany,Europe
RudolstadtGermany,Rudolstadt,Thuringia,Germany,Europe
RottweilGermany,Rottweil,Baden-Württemberg,Germany,Europe
RottenburgGermany,Rottenburg,Baden-Württemberg,Germany,Europe
RothGermany,Roth,Bavaria,Germany,Europe
RotenburgGermany,Rotenburg,Lower Saxony,Germany,Europe
RostockGermany,Rostock,Mecklenburg-Vorpommern,Germany,Europe
RösrathGermany,Rösrath,North Rhine-Westphalia,Germany,Europe
RosenheimGermany,Rosenheim,Bavaria,Germany,Europe
RonnenbergGermany,Ronnenberg,Lower Saxony,Germany,Europe
RintelnGermany,Rinteln,Lower Saxony,Germany,Europe
RietbergGermany,Rietberg,North Rhine-Westphalia,Germany,Europe
RiesaGermany,Riesa,Saxony,Germany,Europe
